Loja;Guia;Data Guia;Faturamento;Material;Descricao;Quantidade;Montante
L056;710154404;09/09/2026;Faturamento Manual;4317869;TABLETE DIAMANTE NEGRO LAKA 145G LACTA;11;R$ 110,99
L056;710154404;09/09/2026;Faturamento Manual;4318003;TABLETE LAKA OREO 145G LACTA;11;R$ 110,99
1019;503784233;02/09/2026;Faturamento Manual;4315050;BATATA LAYS CLASSICA 115G PEPSICO;14;R$ 108,78
1121;710146821;08/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
1314;710032295;20/08/2026;Faturamento Manual;4121137;BARRA FRUTA NUTRY BAN/AMEIXA C/CHOC C/3;24;R$ 100,81
L056;710150364;09/09/2026;Faturamento Manual;4040175;BOMBOM AV SONHO VALSA 20G LACTA;78;R$ 94,38
L056;710154404;09/09/2026;Faturamento Manual;4307085;TABLETE LAKA 80G LACTA;16;R$ 93,12
L056;710150364;09/09/2026;Faturamento Manual;4298823;TABLETE OREO 90G LACTA;16;R$ 93,12
L056;710154404;09/09/2026;Faturamento Manual;4310898;TABLETE SONHO VALSA 98G LACTA;16;R$ 93,12
L056;710154404;09/09/2026;Faturamento Manual;4313633;BATATA TUBO RUFFLES CEBOLA 100G PEPSICO;13;R$ 91,26
L056;710154404;09/09/2026;Faturamento Manual;4331912;TABLETE SUFLAIR DUO 80G NESTLE;14;R$ 89,87
L056;710154404;09/09/2026;Faturamento Manual;4313642;BATATA TUBO RUFFLES ORIG 100G PEPSICO;12;R$ 84,24
L056;710154404;09/09/2026;Faturamento Manual;4331319;TABLETE ALPINO 80G NESTLE;13;R$ 83,46
L439;710122523;04/09/2026;Faturamento Manual;4264646;BOLO CHOCOLATE 250G SEVEN BOYS;14;R$ 82,88
L439;710126006;04/09/2026;Faturamento Manual;4264646;BOLO CHOCOLATE 250G SEVEN BOYS;14;R$ 82,88
L123;710126003;04/09/2026;Faturamento Manual;4264646;BOLO CHOCOLATE 250G SEVEN BOYS;14;R$ 82,88
5056;503795526;04/09/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;16;R$ 82,88
L056;710154404;09/09/2026;Faturamento Manual;4330506;TABLETE RECH PRESTIGIO 90G NESTLE;13;R$ 82,03
L056;710154404;09/09/2026;Faturamento Manual;4331340;TABLETE RECH PISTACHE 90G NESTLE;13;R$ 82,03
L198;710126004;04/09/2026;Faturamento Manual;4264646;BOLO CHOCOLATE 250G SEVEN BOYS;14;R$ 81,90
L056;710154404;09/09/2026;Faturamento Manual;4306917;TABLETE DIAMANTE NEGRO 80G LACTA;14;R$ 81,48
L056;710154404;09/09/2026;Faturamento Manual;4307092;TABLETE AO LEITE 80G LACTA;14;R$ 81,48
5350;710089868;29/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 79,10
L056;710150368;09/09/2026;Faturamento Manual;4333953;TABLETE RECH CHOKITO 90G NESTLE;12;R$ 77,04
L056;710150368;09/09/2026;Faturamento Manual;4333706;SNICKERS DUO 70G EFFEM;17;R$ 77,01
1393;503790931;03/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
5333;710076760;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1533;503820352;09/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1252;710150394;09/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1283;503820351;09/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1517;503827605;10/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1426;503832215;11/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1492;503775964;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
5056;503795526;04/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1019;503784233;02/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1399;503795525;04/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
L056;710154404;09/09/2026;Faturamento Manual;4304589;TABLETE MEIO AMARGO 80G GAROTO;13;R$ 76,18
L580;503824733;09/09/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 76,14
L056;710154404;09/09/2026;Faturamento Manual;4330445;TABLETE RECH CHARGE 90G NESTLE;12;R$ 75,72
L056;710161327;10/09/2026;Faturamento Manual;4298448;TABLETE TALENTO CAST PARA 85G GAROTO;11;R$ 73,26
1517;503827606;10/09/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
1399;503795525;04/09/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
1019;503784233;02/09/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
1492;503775964;01/09/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
5056;503795526;04/09/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
1393;503790930;03/09/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
5333;710076760;28/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
1019;503784233;02/09/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
1399;503795525;04/09/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
1393;503790930;03/09/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
1517;503827605;10/09/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
1492;503775964;01/09/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
1252;710150394;09/09/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
L056;710154404;09/09/2026;Faturamento Manual;4317779;TABLETE LAKA 145G LACTA;7;R$ 70,63
L056;710154404;09/09/2026;Faturamento Manual;4333385;CHOC KIT KAT MATCHA 41,5G NESTLE;22;R$ 70,40
L056;710150364;09/09/2026;Faturamento Manual;4230544;CHOC LOLLO 28G NESTLE;22;R$ 64,91
L056;710154404;09/09/2026;Faturamento Manual;4321517;TABLETE CARAMELO RECHEADO 104G LACTA;11;R$ 64,03
L056;710150364;09/09/2026;Faturamento Manual;4040585;CHOC PRESTIGIO 33G NESTLE;23;R$ 60,72
L141;710118599;03/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 60,39
L580;503824733;09/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 60,39
1141;710118812;03/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 60,39
L123;710157530;10/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 60,39
L123;503829654;10/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 60,39
L327;503818733;09/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
L484;503818734;09/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
1114;503801544;05/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
L275;503818735;09/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
5321;710118544;03/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
1109;503796371;04/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
1560;503827202;10/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
L418;503818736;09/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
L437;503818732;09/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
1079;503796370;04/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
1019;503784233;02/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;52;R$ 56,16
L362;503783483;02/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 54,72
L485;503783484;02/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 54,72
L056;710154404;09/09/2026;Faturamento Manual;4311107;TABLETE OURO BRANCO 98G LACTA;9;R$ 52,38
L056;710154404;09/09/2026;Faturamento Manual;4327787;NESCAFE CHOCOCINO PRO-ENERGY 270ML;6;R$ 50,99
1019;503784233;02/09/2026;Faturamento Manual;4315170;FANDANGOS PRESUNTO 105G ELMA CHIPS M;14;R$ 49,98
L580;503824733;09/09/2026;Faturamento Manual;4315170;FANDANGOS PRESUNTO 105G ELMA CHIPS M;14;R$ 49,97
L056;710154404;09/09/2026;Faturamento Manual;4321034;BOMBOM AV OREO 20G LACTA;38;R$ 49,02
L056;710150364;09/09/2026;Faturamento Manual;4267520;CHOC KIT KAT DARK 41,5G NESTLE;15;R$ 48,00
L123;503829654;10/09/2026;Faturamento Manual;4266114;PAO DE FORMA TRADICIONAL 400G VISCONTI;10;R$ 47,60
L141;710102492;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;7;R$ 46,97
1283;503820351;09/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
5333;710076760;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1019;503784233;02/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1426;503832215;11/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
L123;503829654;10/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1492;503775964;01/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1517;503827605;10/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1399;503795525;04/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1393;503790930;03/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
5056;503795526;04/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
L056;710150364;09/09/2026;Faturamento Manual;4300212;TABLETE TALENTO OPERETA 85G GAROTO;7;R$ 46,62
L056;710150364;09/09/2026;Faturamento Manual;4265672;SUCO UVA 900ML NAT ONE;5;R$ 45,80
L056;710150368;09/09/2026;Faturamento Manual;4333884;SNICKERS MORANGO 40G EFFEM;18;R$ 45,72
L056;710150368;09/09/2026;Faturamento Manual;4333865;SNICKERS MARACUJA 40G EFFEM;18;R$ 45,72
L056;710154404;09/09/2026;Faturamento Manual;4317843;CHOC BIS XTRA BRANCO 45G LACTA;19;R$ 44,27
L056;710161327;10/09/2026;Faturamento Manual;4270386;CHICLE TRIDENT FRESH INTENSE 26,6G MDLZ;11;R$ 43,35
L056;710150368;09/09/2026;Faturamento Manual;4334079;CHOC KIT KAT BORTOLETO 41,5G NESTLE;13;R$ 42,90
L056;710150364;09/09/2026;Faturamento Manual;4301523;BEB LACTEA NESCAU ACTIV-GO 180ML NESTLE;24;R$ 42,48
5397;710126058;04/09/2026;Faturamento Manual;4315061;DORITOS QUEIJO NACHO 75G ELMA CHIPS M;8;R$ 41,44
L056;710154404;09/09/2026;Faturamento Manual;4331288;TABLETE RECH CROCANTE 90G GAROTO;7;R$ 41,02
L056;710154404;09/09/2026;Faturamento Manual;4307536;CHICLE TRIDENT BLUEBERRY 14S 25,2G MDLZ;10;R$ 39,40
L056;710154404;09/09/2026;Faturamento Manual;4311504;BEB LACTEA NESCAFE CHOCOCINO 270ML NESTL;6;R$ 38,99
L056;710154404;09/09/2026;Faturamento Manual;4320170;TRENTO DUO 29G PECCIN;15;R$ 38,25
L056;710150364;09/09/2026;Faturamento Manual;4282832;TABLETE AERADO 85G HERSHEYS;7;R$ 37,87
L056;710150364;09/09/2026;Faturamento Manual;4293135;AMENDOIM JAPONES 75G DORI;26;R$ 36,92
1272;710044917;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
1583;503766664;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
L056;710150368;09/09/2026;Faturamento Manual;4333922;SNICKERS 40G EFFEM;14;R$ 35,56
L056;710150364;09/09/2026;Faturamento Manual;4290629;BATATA TUBO RUFFLES CHEDDAR 134G PEPSICO;5;R$ 34,75
L056;710150364;09/09/2026;Faturamento Manual;4249492;CHICLE TRIDENT FRESH CEREJA 8G MDLZ;19;R$ 34,01
L056;710161327;10/09/2026;Faturamento Manual;4040347;CHICLE TRIDENT HORTELA 8G MDLZ;19;R$ 34,01
L056;710150364;09/09/2026;Faturamento Manual;4040346;CHICLE TRIDENT MENTA 8G MDLZ;19;R$ 34,01
L056;710161293;10/09/2026;Faturamento Manual;4313816;CHICLE TRIDENT MAX RASPBERRY 16,5G MDLZ;13;R$ 33,80
L056;710154404;09/09/2026;Faturamento Manual;4310612;WAFER RECHEADO OURO BRANCO 25G LACTA;14;R$ 33,74
L056;710154404;09/09/2026;Faturamento Manual;4304301;BOLINHO LARANJA PACOTE 40G BAUDUCCO;13;R$ 33,28
L056;710150364;09/09/2026;Faturamento Manual;4268527;PRESTIGIO BRANCO 33G NESTLE;11;R$ 32,57
L056;710150364;09/09/2026;Faturamento Manual;4109671;CHICLE TRIDENT HERBAL FRESH 8G MDLZ;18;R$ 32,21
L969;710151075;09/09/2026;Faturamento Manual;4069780;BALA GELATINA HAMBURGUER 80G FINI;12;R$ 31,68
L056;710154404;09/09/2026;Faturamento Manual;4309156;TRIDENT X SENSES SPEARMINT 54G MDLZ;4;R$ 31,64
L056;710150364;09/09/2026;Faturamento Manual;4245729;CHICLE TRIDENT MENTA 14S 25,2G MDLZ;8;R$ 31,52
L056;710150368;09/09/2026;Faturamento Manual;4334401;SNICKERS MACCHIATO 40G EFFEM;12;R$ 30,60
L056;710150364;09/09/2026;Faturamento Manual;4289715;CHOCOTUBES COOKIES N CREME 25G HERSHEY;13;R$ 30,29
L056;710161293;10/09/2026;Faturamento Manual;4329672;BARRA SIMPLE WHEY PISTACHE 35G PINATI;11;R$ 30,25
L056;710154404;09/09/2026;Faturamento Manual;4320236;TRENTO MASSIMO DARK 25G PECCIN;13;R$ 29,64
L056;710150368;09/09/2026;Faturamento Manual;4334213;TABLETE RECH DIAMANTE NEGRO 104G LACTA;5;R$ 29,09
L056;710150364;09/09/2026;Faturamento Manual;4058856;BALA GELATINA BJS MORANGO 80G FINI;11;R$ 29,04
L056;710154404;09/09/2026;Faturamento Manual;4304662;TABLETE AO LEITE 80G GAROTO;5;R$ 28,81
1492;503775964;01/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1517;503827606;10/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
5365;503801369;05/09/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
1533;503820352;09/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1399;503795525;04/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1426;503832215;11/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
5333;710076760;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1393;503790931;03/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1283;503820351;09/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1524;710044768;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
5056;503795526;04/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
L141;710150372;09/09/2026;Faturamento Manual;4280638;ANA MARIA DUPLO CHOCOLATE 35G BIMBO;16;R$ 27,20
L056;710150370;09/09/2026;Faturamento Manual;4280638;ANA MARIA DUPLO CHOCOLATE 35G BIMBO;16;R$ 27,20
L439;710146254;08/09/2026;Faturamento Manual;4280373;BOLO ANA MARIA BAUNILHA 35G BIMBO;16;R$ 27,20
L439;710146254;08/09/2026;Faturamento Manual;4280638;ANA MARIA DUPLO CHOCOLATE 35G BIMBO;16;R$ 27,20
L123;710150373;09/09/2026;Faturamento Manual;4280638;ANA MARIA DUPLO CHOCOLATE 35G BIMBO;16;R$ 27,20
L123;710150373;09/09/2026;Faturamento Manual;4280373;BOLO ANA MARIA BAUNILHA 35G BIMBO;16;R$ 27,20
L226;503830336;10/09/2026;Faturamento Manual;4280638;ANA MARIA DUPLO CHOCOLATE 35G BIMBO;16;R$ 27,05
L056;710150364;09/09/2026;Faturamento Manual;4075483;BOLINHO DE BAUNILHA C/CHOC 40G BAUDUCCO;11;R$ 26,84
L762;503832021;11/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
L056;710150364;09/09/2026;Faturamento Manual;4267535;CHOC KIT KAT BRANCO 41,5G NESTLE;9;R$ 26,64
5350;710102686;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
5410;710102600;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
L056;710150364;09/09/2026;Faturamento Manual;4240624;CHICLE MENTOS UP2U 56G PERFETTI;4;R$ 26,36
L056;710161327;10/09/2026;Faturamento Manual;4116474;CHICLE MENTOS WINTERGREEN 56G PERFETTI;4;R$ 26,36
L056;710150364;09/09/2026;Faturamento Manual;4018321;GUARANA ANTARCTICA ZERO LATA 350ML;10;R$ 26,30
L056;710150364;09/09/2026;Faturamento Manual;4299475;TORTUGUITA BRIGADEIRO 15,5G ARCOR;23;R$ 25,30
L056;710161327;10/09/2026;Faturamento Manual;4115898;CHICLE TRIDENT MELANCIA 8G MDLZ;14;R$ 25,06
L056;710150364;09/09/2026;Faturamento Manual;4141905;MARSH FLOR 80G FINI;10;R$ 24,00
L056;710150364;09/09/2026;Faturamento Manual;4303043;TRIDENT X SENSES MELANCIA MINT 54G MDLZ;3;R$ 23,74
L056;710150364;09/09/2026;Faturamento Manual;4279067;DROPS HALLS MORANGO 28G MDLZ;19;R$ 23,18
L056;710161327;10/09/2026;Faturamento Manual;4279368;DROPS HALLS UVA VERDE 28G MDLZ;19;R$ 23,18
L056;710150364;09/09/2026;Faturamento Manual;4279367;DROPS HALLS MENTHOL 28G MDLZ;19;R$ 23,18
L056;710150364;09/09/2026;Faturamento Manual;4279143;DROPS HALLS MENTA 28G MDLZ;19;R$ 23,18
L056;710150364;09/09/2026;Faturamento Manual;4279126;DROPS HALLS CEREJA 28G MDLZ;19;R$ 23,18
L056;710150364;09/09/2026;Faturamento Manual;4295125;TORTUGUITA BRANCA 15,5G ARCOR;21;R$ 23,09
L056;710154404;09/09/2026;Faturamento Manual;4319909;TRENTO TORTA DE LIMAO 29G PECCIN;9;R$ 22,95
L056;710154404;09/09/2026;Faturamento Manual;4309874;PASTILHA TIC TAC MORANGO 14,5G FERRERO;13;R$ 22,49
L056;710161293;10/09/2026;Faturamento Manual;4309965;PASTILHA TIC TAC FRUTAS 14,5G FERRERO;13;R$ 22,36
L056;710154404;09/09/2026;Faturamento Manual;4330767;PASTILHA MENTOS KISS MORANGO 17G PERFETT;5;R$ 22,30
L056;710154404;09/09/2026;Faturamento Manual;4333238;DROPS HALLS BLUEBERRY 28G MDLZ;18;R$ 21,96
L056;710154404;09/09/2026;Faturamento Manual;4322062;TRIDENT X GAMERS ACID BERRY 48,3G;3;R$ 21,75
1583;503810354;07/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1079;503796373;04/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1079;503796375;04/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1518;710102594;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1126;503804198;05/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
L056;710150364;09/09/2026;Faturamento Manual;4279133;DROPS HALLS EXTRA FORTE 27,5G MDLZ;17;R$ 20,74
L056;710150364;09/09/2026;Faturamento Manual;4284281;CHICLE MENTOS FRESHMINT 16G PERFETTI;11;R$ 20,68
L056;710150364;09/09/2026;Faturamento Manual;4298389;TABLETE TALENTO AMEND PASSAS 85G GAROTO;3;R$ 19,97
L056;710150364;09/09/2026;Faturamento Manual;4245676;CHICLE MENTOS 3L FRESH 8,5G PERFETTI;14;R$ 19,60
L056;710150364;09/09/2026;Faturamento Manual;4290456;CHICLE MENTOS WINTERGREEN BIG 92G PERFET;2;R$ 18,91
L056;710150364;09/09/2026;Faturamento Manual;4147703;CONF MENTOS TUTTI FRUTTI 37,5G PERFETTI;14;R$ 18,06
L056;710154404;09/09/2026;Faturamento Manual;4306993;TABLETE LAKA OREO 80G LACTA;3;R$ 17,46
L056;710161327;10/09/2026;Faturamento Manual;4040405;CONF MENTOS MENTA 37,5G PERFETTI;14;R$ 17,36
L056;710150364;09/09/2026;Faturamento Manual;4267619;BOMBOM AMOR CARIOCA BCO 18,5G NEUGEBAUER;25;R$ 16,99
L056;710150364;09/09/2026;Faturamento Manual;4040107;BATON AO LEITE AVULSO 16G GAROTO;12;R$ 16,92
L056;710150364;09/09/2026;Faturamento Manual;4245675;CHICLE MENTOS 3L FRUIT 8,5G PERFETTI;12;R$ 15,84
L056;710150364;09/09/2026;Faturamento Manual;4058855;BALA GELATINA DENTADURA 80G FINI;6;R$ 15,84
L056;710150364;09/09/2026;Faturamento Manual;4140299;BOLINHO DUPLO CHOC 40G BAUDUCCO;6;R$ 14,64
L056;710150364;09/09/2026;Faturamento Manual;4300940;CHICLE FREEGELLS TUTTI FRUTTI 8G RICLAN;12;R$ 14,40
L056;710154404;09/09/2026;Faturamento Manual;4328923;CHICLE MENTOS FRESHMELANCIA 56G PERFETTI;2;R$ 13,18
L056;710150364;09/09/2026;Faturamento Manual;4040404;CONF MENTOS FRUTAS 37,5G PERFETTI;10;R$ 12,40
L056;710150364;09/09/2026;Faturamento Manual;4018276;AGUA MIN INDAIA 500ML;9;R$ 11,97
L056;710161293;10/09/2026;Faturamento Manual;4307643;CHICLE TRIDENT TUTTI FRUTT 14S 25,2G MDL;3;R$ 11,82
L056;710150368;09/09/2026;Faturamento Manual;4333943;CHOCOSTICK BATON CARIBE 24G GAROTO;7;R$ 11,76
L056;710161293;10/09/2026;Faturamento Manual;4333370;TABLETE PE DE MOLEQUE 80G GAROTO;2;R$ 11,72
L056;710154404;09/09/2026;Faturamento Manual;4310624;BALA GELATINA CREAM KISS 80G HARIBO;8;R$ 11,60
L056;710161293;10/09/2026;Faturamento Manual;4304662;TABLETE AO LEITE 80G GAROTO;2;R$ 11,52
L056;710154404;09/09/2026;Faturamento Manual;4310524;WAFER RECHEADO SONHO VALSA 25G LACTA;5;R$ 11,35
5494;503816192;08/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
1535;710102607;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
1123;503808890;07/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
1121;503809683;07/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
1150;503809684;07/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
L485;503796372;04/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
L498;503808759;07/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
L056;710150364;09/09/2026;Faturamento Manual;4294667;CHICLE TRIDENT MAX HORTELA 16,5G MDLZ;4;R$ 10,40
L056;710154404;09/09/2026;Faturamento Manual;4319830;TRENTO MOUSSE DE MARACUJA 29G PECCIN;4;R$ 10,20
L056;710161327;10/09/2026;Faturamento Manual;4244734;DROPS FREEGELLS MORANGO 27,9G RICLAN;11;R$ 10,13
L056;710150364;09/09/2026;Faturamento Manual;4300941;DROPS FREEGELLS CHOC MORANGO 28G RICLAN;11;R$ 10,13
L056;710154404;09/09/2026;Faturamento Manual;4330964;BOMBOM BON O BON BRIGADEIRO AV 15G ARCOR;12;R$ 10,08
L056;710161327;10/09/2026;Faturamento Manual;4283228;TABLETE INTENSE 60% MIX NUTS 85G LACTA;1;R$ 9,72
L056;710154404;09/09/2026;Faturamento Manual;4332381;PIPOCA SALGADA BOKUS 45G;5;R$ 9,65
L056;710161293;10/09/2026;Faturamento Manual;4311428;BATATA PRINGLES CHEDDAR E BACON 105G;1;R$ 9,22
L056;710161327;10/09/2026;Faturamento Manual;4266970;DROPS FREEGELLS VIT C 27,9G RICLAN;10;R$ 9,19
L056;710161327;10/09/2026;Faturamento Manual;4269956;TUBES TUBINHOS UVA CITRICO 80G FINI;3;R$ 8,73
L056;710150364;09/09/2026;Faturamento Manual;4299074;GOMETS GOMA TUBO IOGURTE 32G DORI;17;R$ 6,97
L056;710161293;10/09/2026;Faturamento Manual;4328914;CHICLE MENTOS SPEARMINT 56G PERFETTI;1;R$ 6,59
L056;710154404;09/09/2026;Faturamento Manual;4330102;CX BB AMOR CARIOCA BRAN 160G NEUGEBAUER;1;R$ 5,82
L056;710150364;09/09/2026;Faturamento Manual;4272076;MINI GELATINA BANANAS 15G FINI;11;R$ 5,61
L056;710161327;10/09/2026;Faturamento Manual;4287251;MINI CHICLE MORANGO 14G FINI;11;R$ 5,61
L056;710161293;10/09/2026;Faturamento Manual;4330727;PASTILHA MENTOS KISS MINT 17,5G PERFETTI;1;R$ 4,47
L056;710150364;09/09/2026;Faturamento Manual;4272136;MINI GELATINA DENTADURAS 15G FINI;6;R$ 3,06
L056;710161327;10/09/2026;Faturamento Manual;4129407;TUBES TUBINHOS MORANGO 80G FINI;1;R$ 2,91
