Loja;Guia;Data Guia;Faturamento;Material;Descricao;Quantidade;Montante
1001;710088557;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;90;R$ 603,90
L326;503788795;03/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;90;R$ 603,90
5079;710089047;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;90;R$ 603,90
1329;710088724;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;90;R$ 599,40
L159;503784898;02/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;90;R$ 599,40
1595;710084196;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;90;R$ 599,40
1114;503737960;25/08/2026;Faturamento Manual;4332046;BOLINHO ANA MARIA CENOURA CHOC 70G BIMBO;180;R$ 595,80
L717;710088799;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 543,51
5410;710089357;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 543,51
5241;503788949;03/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 543,51
5206;710088738;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 543,51
L644;503785978;02/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 543,51
1123;710088792;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 539,45
1121;710089894;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 539,45
1130;503784276;02/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 539,45
5494;710089886;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 539,45
5491;503784277;02/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 539,45
1583;503784279;02/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 539,45
1079;503778319;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 539,45
1150;710088793;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 539,45
5444;710088804;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 539,45
1535;710089719;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 539,45
1198;503785048;02/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 539,45
L485;710089556;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 539,45
L498;710088944;29/08/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 539,45
1498;503784278;02/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;81;R$ 539,45
L056;503789022;02/09/2026;Faturamento Manual;4266986;CX BOMBOM 250,6G LACTA;26;R$ 404,30
L484;503742765;26/08/2026;Faturamento Manual;4332046;BOLINHO ANA MARIA CENOURA CHOC 70G BIMBO;120;R$ 397,20
1560;503743289;26/08/2026;Faturamento Manual;4332046;BOLINHO ANA MARIA CENOURA CHOC 70G BIMBO;120;R$ 397,20
L275;503777497;01/09/2026;Faturamento Manual;4332046;BOLINHO ANA MARIA CENOURA CHOC 70G BIMBO;120;R$ 397,20
L047;503780215;01/09/2026;Faturamento Manual;4332046;BOLINHO ANA MARIA CENOURA CHOC 70G BIMBO;120;R$ 397,20
L327;503784225;02/09/2026;Faturamento Manual;4332046;BOLINHO ANA MARIA CENOURA CHOC 70G BIMBO;120;R$ 397,20
1501;710054132;25/08/2026;Faturamento Manual;4332046;BOLINHO ANA MARIA CENOURA CHOC 70G BIMBO;120;R$ 397,20
1396;709936597;04/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;63;R$ 357,84
1019;503784233;02/09/2026;Faturamento Manual;4315292;SALG PINGO DOURO PICANHA 120G ELMA CHIPS;50;R$ 317,00
1518;710102645;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;42;R$ 231,00
1595;710102612;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;42;R$ 231,00
5486;710102495;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;42;R$ 231,00
5215;710102646;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;42;R$ 231,00
1445;710102651;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;42;R$ 231,00
1459;710102652;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;42;R$ 231,00
L432;503782879;02/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 220,68
1314;710083374;28/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 220,68
L706;710063069;26/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 220,68
L481;710063070;26/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 220,68
L123;710064035;26/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 220,68
1252;710063630;26/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
5307;503784226;02/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
L327;503784235;02/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
1109;503771526;31/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
L484;503780216;01/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
1501;710064285;26/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
5469;503784227;02/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
1114;503762816;29/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
L047;503780217;01/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
L418;503778296;01/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
1134;503779235;01/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
1009;503781675;01/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
L275;503778298;01/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
1560;503778297;01/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
1079;503753758;27/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;36;R$ 218,88
1047;710076515;28/08/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1063;503785040;02/09/2026;Faturamento Manual;4332046;BOLINHO ANA MARIA CENOURA CHOC 70G BIMBO;60;R$ 198,60
1047;710076515;28/08/2026;Faturamento Manual;4315292;SALG PINGO DOURO PICANHA 120G ELMA CHIPS;28;R$ 177,52
1141;503789313;03/09/2026;Faturamento Manual;4293121;BISNAGUINHA 260G BAUDUCCO;34;R$ 177,48
1393;710076918;28/08/2026;Faturamento Manual;4315207;SALG PINGO DOURO BACON 160G ELMA CHIPS;28;R$ 176,68
1114;503737959;25/08/2026;Faturamento Manual;4315207;SALG PINGO DOURO BACON 160G ELMA CHIPS;28;R$ 176,68
1079;503766670;29/08/2026;Faturamento Manual;4315207;SALG PINGO DOURO BACON 160G ELMA CHIPS;28;R$ 176,68
1109;503771526;31/08/2026;Faturamento Manual;4315207;SALG PINGO DOURO BACON 160G ELMA CHIPS;28;R$ 176,68
1019;503784233;02/09/2026;Faturamento Manual;4315207;SALG PINGO DOURO BACON 160G ELMA CHIPS;26;R$ 164,06
1324;503743183;26/08/2026;Faturamento Manual;4293121;BISNAGUINHA 260G BAUDUCCO;34;R$ 162,52
L362;503750241;27/08/2026;Faturamento Manual;4293121;BISNAGUINHA 260G BAUDUCCO;34;R$ 162,52
5350;710102647;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;28;R$ 158,20
1595;710042060;22/08/2026;Faturamento Manual;4293121;BISNAGUINHA 260G BAUDUCCO;33;R$ 157,74
5274;503750244;27/08/2026;Faturamento Manual;4293121;BISNAGUINHA 260G BAUDUCCO;33;R$ 157,74
5294;503759185;28/08/2026;Faturamento Manual;4293121;BISNAGUINHA 260G BAUDUCCO;33;R$ 157,74
1552;503750246;27/08/2026;Faturamento Manual;4293121;BISNAGUINHA 260G BAUDUCCO;33;R$ 157,74
5011;503708610;19/08/2026;Faturamento Manual;4307554;BATATA FRIT RUSTIC CREAM CHEESE 68G LAYS;30;R$ 155,40
1097;710077043;28/08/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 152,40
1097;710062893;26/08/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 152,40
1385;710076980;28/08/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 152,40
1385;710063576;26/08/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 152,40
1589;710062921;26/08/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
5284;503778295;01/09/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
1198;503785041;02/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 151,20
1552;710062923;26/08/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
1396;503789640;03/09/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
1560;503743289;26/08/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
1501;710054132;25/08/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
1431;710062765;26/08/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
1200;503787473;02/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 151,20
1584;710062920;26/08/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
L047;503780215;01/09/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
1595;710062665;26/08/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
5274;503785037;02/09/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
1198;503766668;29/08/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
1063;503785038;02/09/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
1366;503785039;02/09/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
1063;503785043;02/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 151,20
1366;503785042;02/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 151,20
1114;503737959;25/08/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
5261;710063102;26/08/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
L123;710044760;22/08/2026;Faturamento Manual;4315144;DORITOS SWEET CHILI 75G ELMA CHIPS M;25;R$ 129,50
5011;503708608;19/08/2026;Faturamento Manual;4315061;DORITOS QUEIJO NACHO 75G ELMA CHIPS M;25;R$ 129,50
L141;710102456;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;18;R$ 120,78
L088;710102605;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;18;R$ 120,78
L439;710102610;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;18;R$ 120,78
1019;503784233;02/09/2026;Faturamento Manual;4315050;BATATA LAYS CLASSICA 115G PEPSICO;14;R$ 108,78
1314;710032295;20/08/2026;Faturamento Manual;4121137;BARRA FRUTA NUTRY BAN/AMEIXA C/CHOC C/3;24;R$ 100,81
1141;503789315;03/09/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 92,80
5056;710076448;28/08/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;16;R$ 82,88
L672;710076996;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 79,10
L639;710076933;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 79,10
5350;710089868;29/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 79,10
L141;710076762;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 79,10
L433;710076930;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 79,10
1004;710077673;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 79,10
L123;710071373;27/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 79,10
1393;710076777;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1283;710076334;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1047;710076515;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
5056;710076448;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
L343;503771525;31/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1426;710076335;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
L333;710076278;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
5271;710076279;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1517;710076710;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
L270;503775965;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
L458;503775963;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
5290;710076928;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
L457;710076992;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
5300;710077092;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
L311;710076925;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1155;710076708;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
L454;710076931;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1533;710076995;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1492;503775964;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
L291;710076932;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1109;503771526;31/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
L280;710076994;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1019;503784233;02/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1079;503766670;29/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
5333;710076760;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
1399;710076510;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
5471;710044765;22/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 75,84
1190;710044775;22/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 75,84
L362;503750243;27/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 75,84
L477;503783482;02/09/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 75,84
L047;503780118;01/09/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 75,84
1393;710076918;28/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
5333;710076760;28/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
1019;503784233;02/09/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
1109;503771526;31/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
1399;710076510;28/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
1517;710076775;28/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
L270;503775965;01/09/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
1492;503775964;01/09/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
1079;503766670;29/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
5056;710076448;28/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
1079;503766670;29/08/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
1393;710076918;28/08/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
1019;503784233;02/09/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
1399;710076510;28/08/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
1109;503771526;31/08/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
1492;503775964;01/09/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
1517;710076710;28/08/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
1307;503766013;29/08/2026;Faturamento Manual;4266114;PAO DE FORMA TRADICIONAL 400G VISCONTI;10;R$ 62,00
1210;503766014;29/08/2026;Faturamento Manual;4266114;PAO DE FORMA TRADICIONAL 400G VISCONTI;10;R$ 62,00
L080;710081395;28/08/2026;Faturamento Manual;4266114;PAO DE FORMA TRADICIONAL 400G VISCONTI;10;R$ 62,00
L432;503782923;02/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 60,39
1502;710102454;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 60,39
L243;503781822;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 60,39
L565;503781637;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 60,39
1224;710102658;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 60,39
1004;710102474;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 60,39
5205;710102493;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 60,39
1419;710102657;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 60,39
L418;710102659;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
L484;710102453;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
L107;710102457;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
L047;503789737;03/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
1114;710102471;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
L275;710102663;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
L335;710102662;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
1109;710102476;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
1079;710102479;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
L437;710102452;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
1009;710102472;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
1078;503789736;03/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
5469;503784383;02/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
1252;710102653;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
1560;710102656;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
L486;710102478;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
1134;710102473;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
L327;710102477;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;9;R$ 59,94
1019;503784233;02/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;52;R$ 56,16
L123;710050855;24/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 55,17
L443;503785434;02/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 55,17
L485;503783484;02/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 54,72
1198;503766667;29/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 54,72
