Loja;Guia;Data Guia;Faturamento;Material;Descricao;Quantidade;Montante
L362;503783483;02/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 54,72
1019;503784233;02/09/2026;Faturamento Manual;4315170;FANDANGOS PRESUNTO 105G ELMA CHIPS M;14;R$ 49,98
5011;503738165;25/08/2026;Faturamento Manual;4315187;FANDANGOS QUEIJO 105G ELMA CHIPS M;14;R$ 49,98
L141;710102492;01/09/2026;Faturamento Manual;4314393;PAO DE FORMA 30% INTEGRAL 400G TRADICAO;7;R$ 46,97
L270;503775965;01/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1109;503771526;31/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1155;710076708;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
L458;503775963;01/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1517;710076710;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1393;710076918;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
5333;710076760;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1079;503766670;29/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1492;503775964;01/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1019;503784233;02/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1283;710076334;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1004;710077673;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
L343;503771525;31/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1399;710076510;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
5056;710076448;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
1426;710076335;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
L088;710102648;01/09/2026;Faturamento Manual;4109047;H2OH LIMAO 500ML;12;R$ 45,96
L088;710102605;01/09/2026;Faturamento Manual;4109047;H2OH LIMAO 500ML;12;R$ 45,96
1004;710062344;26/08/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 41,88
1385;710063576;26/08/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 41,88
1097;710062893;26/08/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 41,88
5206;710044836;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
L123;710044760;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
L243;503781451;01/09/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
L123;710044766;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
L443;503785433;02/09/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
L153;710109201;02/09/2026;Faturamento Manual;4018357;PEPSI COLA PET 2L;6;R$ 38,88
1595;710044826;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
1198;503766663;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
L485;503750247;27/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
1123;503764767;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
L498;503766665;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
1324;503743270;26/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
1583;503766664;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
1272;710044917;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
1518;710044919;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
5494;503766666;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
1413;710044833;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
1498;503743269;26/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
1079;503753055;27/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
1121;503764766;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
L153;710109201;02/09/2026;Faturamento Manual;4102086;BALA GELATINA AROS MORANGO 80G FINI;12;R$ 34,92
1198;503766668;29/08/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 32,16
1431;710062765;26/08/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 32,16
1063;503785040;02/09/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 32,16
1366;503785039;02/09/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 32,16
1396;503789640;03/09/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 32,16
1141;503789313;03/09/2026;Faturamento Manual;4270182;TONICA ANTARCTICA DIET LT 350ML;12;R$ 31,56
L639;710076933;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
L672;710076996;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
L433;710076930;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
L123;710044760;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 29,12
L565;503781201;01/09/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 29,12
L123;710050855;24/08/2026;Faturamento Manual;4315169;TORCIDA QUEIJO 35G PEPSICO;26;R$ 29,12
1004;710077673;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
L123;710071373;27/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
L141;710076762;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
L458;503775963;01/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1312;710044697;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
5056;710076448;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
L486;503784221;02/09/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
1109;503771526;31/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
L494;710044699;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
5271;710076279;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
L199;503759187;28/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
5290;710076928;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
L457;710076992;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1533;710076995;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1524;710044768;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
L270;503775965;01/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1155;710076708;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
L454;710076931;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
L106;503759190;28/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
1517;710076775;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
L280;710076994;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1158;503762807;29/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
L291;710076932;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
5297;710044668;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
1492;503775964;01/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
L311;710076925;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1190;710044775;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
1079;503766670;29/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
5300;710077092;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1252;710102653;01/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
5333;710076760;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
L328;710044780;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
L333;710076278;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1426;710076335;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
5365;710044771;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
1399;710076510;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
L343;503771525;31/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1393;710076777;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1078;503789156;03/09/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
5471;710044765;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
1389;710044773;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
L047;503780118;01/09/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
L929;710076923;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1283;710076334;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
1114;503762808;29/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
L762;710102585;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
L141;503788950;02/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
L720;710102576;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
1376;710102606;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
1004;710102815;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
L717;710103028;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
1004;710102678;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
L439;710102682;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
1041;710102589;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
L326;503789433;03/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
5482;710102680;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
L443;710102700;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
L644;710102681;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
5410;710102600;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
5350;710102686;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
L627;710102609;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
5347;710105958;02/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
1146;710102679;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
L601;710102608;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
L088;710102578;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
L589;710102807;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
5241;503789453;03/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
1097;710102702;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
1001;710101889;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
5206;710102588;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
5079;710102668;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 26,64
1324;503743183;26/08/2026;Faturamento Manual;4270182;TONICA ANTARCTICA DIET LT 350ML;12;R$ 26,40
L362;503750241;27/08/2026;Faturamento Manual;4270182;TONICA ANTARCTICA DIET LT 350ML;12;R$ 26,40
1078;503789744;03/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
5444;710102670;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1595;710102437;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1198;503785182;02/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
5215;710102602;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1009;710102577;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1445;710102665;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1126;710102586;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1079;710102817;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1079;710102584;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1130;503784384;02/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1583;710102596;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
L159;710102703;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1459;710102290;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
5486;710102671;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1518;710102594;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1329;710102579;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;12;R$ 21,13
1518;710102645;01/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;10;R$ 10,80
1535;710102607;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
1498;503784386;02/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
1150;710102650;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
L498;710102687;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
1123;710106132;02/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
1121;710102604;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
L485;710102667;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
5494;710102660;01/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
5491;503784385;02/09/2026;Faturamento Manual;4018277;AGUA MIN INDAIA 1,5L;6;R$ 10,56
1434;710042617;22/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;4;R$ 9,48
5215;710102646;01/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;8;R$ 8,64
1595;710102612;01/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;8;R$ 8,64
