Loja;Guia;Data Guia;Faturamento;Material;Descricao;Quantidade;Montante
5486;710181858;14/09/2026;Faturamento Manual;4315189;CHEETOS ONDA 105G ELMA CHIPS M;140;R$ 725,20
1518;710146704;08/09/2026;Faturamento Manual;4315207;SALG PINGO DOURO BACON 160G ELMA CHIPS;112;R$ 706,72
5397;710172558;12/09/2026;Faturamento Manual;4307487;BATATA FRIT RUSTICA SAL MARINHO 68G LAYS;120;R$ 621,60
1445;710146812;08/09/2026;Faturamento Manual;4315207;SALG PINGO DOURO BACON 160G ELMA CHIPS;84;R$ 530,05
5486;503840263;12/09/2026;Faturamento Manual;4315207;SALG PINGO DOURO BACON 160G ELMA CHIPS;84;R$ 530,05
1312;503838320;12/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;90;R$ 412,20
L199;503801690;05/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;90;R$ 412,20
1109;503828143;10/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;90;R$ 412,20
1524;503845236;14/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;90;R$ 412,20
L969;503837355;12/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;90;R$ 412,20
L304;503842500;12/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;90;R$ 412,20
L106;503801597;05/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;90;R$ 412,20
1223;503837417;11/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;90;R$ 412,20
L047;503835493;11/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;90;R$ 412,20
5471;503837418;11/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;90;R$ 412,20
1158;503801712;05/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;90;R$ 412,20
5365;503842499;12/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;90;R$ 412,20
1078;503834487;11/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;90;R$ 412,20
L141;503843610;13/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;120;R$ 399,60
1419;710146783;08/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;120;R$ 399,60
L439;710119861;03/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;120;R$ 399,60
L439;710146205;08/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;120;R$ 399,60
1126;710146434;08/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;120;R$ 397,20
1413;503839344;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;120;R$ 397,20
1518;710146704;08/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;120;R$ 397,20
L433;710170587;12/09/2026;Faturamento Manual;4315207;SALG PINGO DOURO BACON 160G ELMA CHIPS;56;R$ 364,56
1595;710171777;12/09/2026;Faturamento Manual;4315207;SALG PINGO DOURO BACON 160G ELMA CHIPS;55;R$ 347,05
1019;503784233;02/09/2026;Faturamento Manual;4315292;SALG PINGO DOURO PICANHA 120G ELMA CHIPS;50;R$ 317,00
L433;710170587;12/09/2026;Faturamento Manual;4314981;BATATA RUFFLES ORIG 68G ELMA CHIPS M;50;R$ 245,50
1517;710170589;12/09/2026;Faturamento Manual;4314981;BATATA RUFFLES ORIG 68G ELMA CHIPS M;50;R$ 245,50
1595;710170982;12/09/2026;Faturamento Manual;4314981;BATATA RUFFLES ORIG 68G ELMA CHIPS M;50;R$ 245,50
1518;710146704;08/09/2026;Faturamento Manual;4314951;TORCIDA COSTELINHA COM LIMAO 35G PEPSICO;208;R$ 224,64
L141;503843625;13/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;30;R$ 217,50
1150;503842501;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;30;R$ 217,50
1123;503842497;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;30;R$ 217,50
1583;503842774;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;30;R$ 217,50
1419;710146419;08/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;30;R$ 217,50
1413;503839346;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;30;R$ 217,50
1126;710150340;09/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;30;R$ 217,50
L439;710150624;09/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;30;R$ 217,50
1079;503833256;11/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;30;R$ 217,50
1130;503842070;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;30;R$ 217,50
1224;710182275;14/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;30;R$ 217,50
L485;503842771;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;30;R$ 217,50
1419;710150393;09/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;45;R$ 206,10
1413;503839345;12/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;45;R$ 206,10
L141;503843624;13/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;45;R$ 206,10
L439;710150383;09/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;45;R$ 206,10
1126;710150378;09/09/2026;Faturamento Manual;4291529;BISC POLVILHO SAL 100G CASSINI;45;R$ 206,10
5397;710170529;12/09/2026;Faturamento Manual;4315187;FANDANGOS QUEIJO 105G ELMA CHIPS M;56;R$ 199,92
L088;503851627;14/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 199,80
5410;710172191;12/09/2026;Faturamento Manual;4175689;BOLINHO ANA MARIA BAUNILHA 70G BIMBO;60;R$ 199,80
1141;710170814;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 199,80
L056;710174257;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 199,80
5206;710170372;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 199,80
5241;710171840;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 199,80
1224;710121985;04/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 199,80
1224;710170812;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 199,80
L123;710170370;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 199,80
L439;710122523;04/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 199,80
1314;503845222;13/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 199,80
5344;710171687;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 199,80
L627;503843182;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 199,80
L159;503847185;14/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1114;710171063;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1598;710173172;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1583;503810411;07/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1324;503821808;09/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1533;710172362;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
L498;503842772;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
L485;503842771;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
L199;503832969;11/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
L969;503837359;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
5491;503842498;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
5294;710171688;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
5274;710169957;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
L106;503801850;05/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1498;503827323;10/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1130;503841798;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
5494;503842773;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1431;710170373;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1123;503842497;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1079;710146530;08/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
L304;503815838;08/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1223;710170583;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1524;503801796;05/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1121;503841799;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1158;503801838;05/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
5261;710172041;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1150;503842501;12/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1445;710150397;09/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1125;503845125;13/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;60;R$ 198,60
1445;710146812;08/09/2026;Faturamento Manual;4314951;TORCIDA COSTELINHA COM LIMAO 35G PEPSICO;182;R$ 196,56
5486;503840264;12/09/2026;Faturamento Manual;4314951;TORCIDA COSTELINHA COM LIMAO 35G PEPSICO;182;R$ 196,56
1007;503845123;13/09/2026;Faturamento Manual;4175687;BOLINHO ANA MARIA CHOCO 70G BIMBO;58;R$ 191,98
1252;710182707;14/09/2026;Faturamento Manual;4315292;SALG PINGO DOURO PICANHA 120G ELMA CHIPS;28;R$ 177,52
1518;710146681;08/09/2026;Faturamento Manual;4315292;SALG PINGO DOURO PICANHA 120G ELMA CHIPS;28;R$ 177,52
1393;503790930;03/09/2026;Faturamento Manual;4315207;SALG PINGO DOURO BACON 160G ELMA CHIPS;28;R$ 176,68
1517;710170589;12/09/2026;Faturamento Manual;4315207;SALG PINGO DOURO BACON 160G ELMA CHIPS;28;R$ 176,68
5397;710170529;12/09/2026;Faturamento Manual;4315042;TORCIDA CHURRASCO 35G PEPSICO;156;R$ 168,48
1019;503784233;02/09/2026;Faturamento Manual;4315207;SALG PINGO DOURO BACON 160G ELMA CHIPS;26;R$ 164,06
5350;710102647;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;28;R$ 158,20
L153;710151104;09/09/2026;Faturamento Manual;4311428;BATATA PRINGLES CHEDDAR E BACON 105G;17;R$ 156,74
1459;710173297;12/09/2026;Faturamento Manual;4307487;BATATA FRIT RUSTICA SAL MARINHO 68G LAYS;30;R$ 155,40
L056;710161327;10/09/2026;Faturamento Manual;4018237;ENERG RED BULL DRINK 250ML;20;R$ 155,20
L141;503843610;13/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 152,40
1141;710172190;12/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 152,40
L439;710146205;08/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 152,40
1419;710146783;08/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 152,40
L141;503843601;13/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 152,40
1126;710146434;08/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 151,20
1583;503810411;07/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 151,20
1584;503821675;09/09/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
1079;710146530;08/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 151,20
1518;710146249;08/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 151,20
1413;503839344;12/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 151,20
5274;503785037;02/09/2026;Faturamento Manual;4327833;BOLINHO ANA MARIA MORANGO 70G BIMBO;60;R$ 151,20
1130;503841798;12/09/2026;Faturamento Manual;4175684;BOLINHO ANA MARIA GTS CHOC 70G BIMBO;60;R$ 151,20
1252;710182087;14/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L589;710171978;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
1272;710173296;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L088;503851625;14/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
1141;710172178;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L088;503851626;14/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L123;710173290;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L056;503851685;14/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L056;503851684;14/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
1041;710172439;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
1314;503845220;13/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L226;710173114;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
1004;710182979;14/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
1009;710182179;14/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L243;503846257;14/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L335;503844205;13/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L373;710172189;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L247;710171034;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L414;710171853;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L565;710171714;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
1413;710173100;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
1224;710182275;14/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L443;710173024;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
1343;710171720;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
1224;710173207;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
L123;710172181;12/09/2026;Faturamento Manual;4332171;BATATA LAYS TACO MEXICANO 62G ELMA CHIPS;26;R$ 134,68
5397;710170983;12/09/2026;Faturamento Manual;4315023;SALG TRIGO STIKSY 160G ELMA CHIPS M;21;R$ 133,14
5486;503840265;12/09/2026;Faturamento Manual;4315023;SALG TRIGO STIKSY 160G ELMA CHIPS M;21;R$ 133,14
1518;710146249;08/09/2026;Faturamento Manual;4315023;SALG TRIGO STIKSY 160G ELMA CHIPS M;21;R$ 133,14
5486;503840265;12/09/2026;Faturamento Manual;4314981;BATATA RUFFLES ORIG 68G ELMA CHIPS M;25;R$ 122,75
1459;710173297;12/09/2026;Faturamento Manual;4314981;BATATA RUFFLES ORIG 68G ELMA CHIPS M;25;R$ 122,75
1252;710182087;14/09/2026;Faturamento Manual;4314981;BATATA RUFFLES ORIG 68G ELMA CHIPS M;25;R$ 122,75
1252;710182707;14/09/2026;Faturamento Manual;4315042;TORCIDA CHURRASCO 35G PEPSICO;104;R$ 112,32
1019;503784233;02/09/2026;Faturamento Manual;4315050;BATATA LAYS CLASSICA 115G PEPSICO;14;R$ 108,78
L362;710170432;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
L088;503851624;14/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
L335;503844205;13/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
L123;710173290;12/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
L107;503844916;13/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
L123;710173879;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
L304;710171849;12/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
L373;710172189;12/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
1224;710173207;12/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
1224;710171062;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
1223;710170583;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
1004;710173204;12/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
1041;710172439;12/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
1413;710173100;12/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
L443;710170387;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
L291;710170576;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
L439;710170386;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
1329;710173200;12/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
L247;710171034;12/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
1009;710184548;14/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
L107;503844916;13/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
L243;503846257;14/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
1314;710182180;14/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
1097;710176430;13/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
1314;503845221;13/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
L226;710173114;12/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
1314;503845220;13/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
L199;710173208;12/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
L047;503844896;13/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
L047;503844896;13/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
L056;710174256;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
1004;710182979;14/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
L088;503851629;14/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
1141;710171918;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
L056;503851684;14/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
L056;503851685;14/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
1114;710171063;12/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
1141;710172178;12/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
L088;503851626;14/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
1121;503841799;12/09/2026;Faturamento Manual;4291597;BATATA RUFFLES SAL 115G ELMA CHIPS G;15;R$ 108,75
L088;503851625;14/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
L123;710172181;12/09/2026;Faturamento Manual;4291521;BATATA RUFFLES CHURRA 115G ELMA CHIPS G;15;R$ 108,75
